Code,Label
6912009192,Cafetieres et theieres
6912009193,"Chopes, sucriers, tasses et saucieres"
6912009194,"Beurriers, huiliers, salieres, moutardiers et coquetiers"
6912009195,Cuillers
6912009196,"Marmites, casseroles et cocottes de toutes formes et dimensions"
6912009197,Boîtes de cuisine
6912009199,Autres
6912009910,"Colorees, dorees ou argentees"
6912009920,Cendriers autres qu’a caractere ornemental
6912009990,Autres
6913101000,Statuettes
6913109000,Autres
6913901100,En poterie
6913901900,Autres
6913902100,En poterie
6913902900,Autres
6913909100,En terre commune
6913909910,En gres
6913909920,En faïence ou en poterie fine
6913909990,Autres
6914101000,Articles scolaires
6914109100,Poeles et autres appareils de chauffage
6914109200,"Pots et bacs a fleurs pour l'horticulture, non decoratifs"
6914109300,"Garnitures de portes, de fenetres ou de meubles"
6914109900,Autres
6914901000,Articles scolaires
6914909100,Poeles et autres appareils de chauffage
6914909200,"Pots et bacs a fleurs pour l'horticulture, non decoratifs"
6914909300,"Garnitures de portes, de fenetres ou de meubles"
6914909900,Autres
7001001000,Calcin et autres dechets et debris de verre
7001002100,Verred'optique
7001002900,Autres
7002100000,Billes
7002201000,En verred'optique
7002209000,Autres
7002310000,En quartz ou en autre silice fondus 
7002320000,En autre verre d'un coefficient de dilatation lineaire n'excedant pas 5 x 10 – 6 par Kelvin entre 0 °C et 300 °C 
7002390000,Autres 
7003121000,En verre d'optique 
7003122100,A couche non reflechissante
7003122900,Autres
7003129100,A couche non reflechissante
7003129900,Autres
7003191000,En verre d'optique
7003192000,"Autres, de forme carree ou rectangulaire"
7003199000,Autres 
7003201000,De forme carree ou rectangulaire
7003209000,Autres 
7003301000,Non armes
7003302000,Armes 
7004201000,En verre d'optique
7004209111,"d'une epaisseur n’excedant pas 3,5 mm"
7004209112,"d'une epaisseur excedant 3,5 mm"
7004209191,"d'une epaisseur n’excedant pas 3,5 mm"
7004209192,"d'une epaisseur excedant 3,5 mm"
7004209910,A couche non reflechissante
7004209990,Autres
7004901000,Verre d'optique
7004909100,"d'une epaisseur n’excedant pas 3,5 mm"
7004909200,"d'une epaisseur excedant 3,5 mm"
7005101000,A couche non reflechissante
7005109100,"D'une epaisseur n'excedant pas 3,5 mm"
7005109200,"D'une epaisseur excedant 3,5 mm mais n'excedant pas 4,5 mm"
7005109300,"D'une epaisseur excedant 4,5 mm"
7005211000,"D'une epaisseur n'excedant pas 3,5 mm"
7005212000,"D'une epaisseur excedant 3,5 mm mais n'excedant pas  4,5 mm"
7005213000,"D'une epaisseur excedant 4,5 mm"
7005291000,"D'une epaisseur n'excedant pas 3,5 mm"
7005292000,"D'une epaisseur excedant 3,5 mm mais n'excedant pas 4,5 mm"
7005293000,"D'une epaisseur excedant 4,5 mm"
7005301000,A couche non reflechissante
7005309000,Autres 
7006001000,Façonnes par methode traditionnelle
7006009100,Verre d'optique
7006009910,"Graves, peints ou autrement decores"
7006009990,Autres
7007111000,Pour automobiles
7007119100,Pour vehicules aeriens
7007119200,Pour bateaux
7007119900,Pour autres vehicules
7007191000,Emailles
7007192000,"Colores dans la masse, opacifies, plaques (doubles) ou  a couche absorbante ou reflechissante"
7007199000,"Autres verres de sécurité, trempés"
7007211000,Pour automobiles
7007219100,Pour vehicules aeriens
7007219200,Pour bateaux
7007219900,Pour autres vehicules
7007290000,Autres 
7008001000,"Colores dans la masse, opacifies, plaques (doubles) ou a couche absorbante ou reflechissante"
7008009100,"Formes de deux plaques de verre scellees hermetiquement sur leur pourtour par un joint et separees par une couche d'air, d'autre gaz ou de vide"
7008009900,Autres vitrages isolants à parois multiples
7009101000,Interieurs
7009102000,Exterieurs
7009910000,Non encadres 
7009920000,Encadres
7010101000,Du type utilise en pharmacie
7010109000,Autres
7010200000,"Bouchons, couvercles et autres dispositifs de fermeture "
7010901100,Pour produits pharmaceutiques
7010901200,Pour produits alimentaire et boisons
7010901300,Pour produits de parfumerie ou cosmetiques
7010901900,Pour autres produits
7010909110,Pour produits pharmaceutiques
7010909120,Pour produits alimentaire et boisons
7010909130,Pour produits de parfumerie ou cosmetiques
7010909190,Pour autres produits
7010909210,Pour produits pharmaceutiques
7010909220,Pour produits alimentaire et boisons
7010909230,Pour produits de parfumerie ou cosmetiques
7010909290,Pour autres produits
7010909910,"Bonbonnes, bouteilles, flacons, bocaux, pots en verre souffles par methode traditionnelle"
7010909991,Pour produits pharmaceutiques
7010909992,Pour produits alimentaire et boisons
7010909993,Pour produits de parfumerie ou cosmetiques
7010909999,Pour autres produits
7011100000,Pour l'eclairage electrique 
7011200000,Pour tubes cathodiques 
7011900000,Autres
7013101000,"Objets pour le service de la table ou pour la cuisine, en vitrocerame "
7013102000,Verrerie pour l'ornementation des appartements en vitrocerame 
7013109000,Autres objets en vitrocerame
7013220000,En cristal au plomb 
7013280000,Autres 
7013330000,En cristal au plomb 
7013370000,Autres 
7013410000,En cristal au plomb 
7013420000,En verre d'un coefficient de dilatation lineaire n'excedant pas 5 x 10 – 6 par Kelvin entre 0 °C et 300 °C
7013491000,En verre trempe 
7013499000,En autre verre
7013910000,En cristal au plomb 
7013991000,Biberons
7013999110,Obtenus par soufflage
7013999190,Autres
7013999910,Obtenus par soufflage
7013999990,Autres
7014001000,Verrerie de signalisation
7014002000,Elements d'optique en verre
7015101000,En feuille
7015102000,Ebauches pour verres de lunettes médicales
7015109000,Autres
7015901000,Verres solaires
7015909100,Verres d'horlogerie
7015909900,Autres
7016101000,Façonnes par methode traditionnel
7016109000,Autres
7016901000,Verre assemble en vitraux
7016902000,Briques
7016903000,"Paves, dalles, carreaux, tuiles et autres articles"
7016909000,Autres
7017100000,En quartz ou en autre silice fondus
7017200000,En autre verre d'un coefficient de dilatation lineaire n'excedant pas 5 x 10 – 6 par Kelvin entre 0 °C et 300 °C
7017901000,Eprouvettes et pipettes mêmes graduées
7017902000,"Bécher et autres tubes spéciaux, mêmes gradués"
7017903000,Dessiccateur
7017909000,"Autre verrerie de laboratoire, d'hygiène ou de pharmacie"
7018101000,Perles de verre 
7018102000,Imitation de perles fines ou de culture 
7018103000,Imitation de pierres gemmes 
7018109000,Autres
7018200000,Microspheres de verre d'un diametre n'excedant pas 1 mm
7018901000,Yeux en verre autres que de prothese
7018902000,Statuettes et autres objets d'ornementation
7018909000,Autres
7019110000,"Fils coupes (chopped strands), d'une longueur n'excedant pas 50 mm "
7019120000,Stratifils (rovings)
7019130000,"Autres fils, mèches"
7019140000,Mats liés mécaniquement
7019150000,Mats liés chimiquement
7019190000,Autres 
7019610000,Tissus de stratifils (rovings) à maille fermée
7019620000,Autres étoffes de stratifils (rovings) à maille fermée
7019630000,"Tissus de fils à maille fermée, à armure toile non enduits ni stratifiés"
7019640000,"Tissus de fils à maille fermée, à armure toile, enduits ou stratifiés"
7019650000,Tissus à maille ouverte d'une largeur n'excédant pas 30 cm
7019660000,Tissus à maille ouverte d'une largeur excédant 30 cm
7019691000,Etoffes liées mécaniquement non tissé
7019699000,Autres étoffes liées mécaniquement
7019710000,Voiles (fines couches)
7019720000,Autres étoffes à maille fermée
7019730000,Autres étoffes à maille ouverte
7019801000,Laine de verre
7019802000,Matelas de laine de verre pour isolation thermique
7019803000,Nappes
7019804000,Panneaux
7019809000,Autres ouvrages en laine de verre
7019901000,Fibres non textiles en vrac ou en flocons
7019902000,Bourrelets et coquilles pour l'isolation des tuyauteries
7019903000,Produits en  fibre de verre non tissés
7019904000,Autres tissus
7019909000,Autres fibres de verre et les ouvrages en ces matières
7020001000,Ouvrages en cristal
7020002000,"Articles pour l'industrie, en verre"
7020003000,"Articles pour l'economie rurale, l'horticulture en verre"
7020009100,"Ampoules en verre pour bouteilles isolantes ou pour autres recipients isothermiques, dont l’isolation est assuree par le vide"
7020009900,Autres
7101101000,Brutes
7101102000,Travaillees 
7101210000,Brutes 
7101220000,Travaillees 
7102101000,Pour usages industriels
7102109000,Pour autres usages
7102210000,"Bruts ou simplement scies, clives ou debrutes"
7102290000,Autres
7102310000,"Bruts ou simplement scies, clives ou debrutes"
7102390000,Autres
7103101000,Pour usages industriels
7103109000,Pour autres usages
7103911000,Pour usages industriels 
7103919000,Pour autres usages 
7103991000,Pour usages industriels
7103999000,pour autres usages
7104101100,Brutes ou simplement sciees ou degrossies
7104101900,Autres
7104109100,Brutes ou simplement sciees ou degrossies
7104109900,Autres
7104211000,Pour usages industriels 
7104219000,Pour autres usages
7104291000,Pour usages industriels
7104299000,Pour autres usages
7104911000,Pour usages industriels
7104919000,Pour autres usages
7104991000,Pour usages industriels
7104999000,Pour autres usages
7105100000,De diamants 
7105900000,Autres
7106100000,Poudres
7106911000,En masses ou en lingots
7106919000,Presentes autrement
7106921000,"Cannetilles, paillettes"
7106922000,Alliage d'argent utilises comme brasures
7106929100,"Baguettes, planches, feuilles, bandes et lames"
7106929200,"Tubes, barres, tuyaux, fils et profiles"
7106929900,Autres
7107001000,Bruts
7107002100,"Barres, profiles, fils, lames, tubes et tuyaux"
7107002200,"Planches, plaques, feuilles, bandes et baguettes"
7107002900,Autres
7108110000,Poudres
7108121000,Lingots
7108129100,Or sous forme de grenailles
7108129900,Or sous autres formes brutes
7108131000,"Cannetilles, paillettes "
7108139100,"Barres pleines, profiles et fils"
7108139200,"Tubes, tuyaux et barres creuses"
7108139300,"Planches, plaques, feuilles, bandes et baguettes"
7108139900,Autres
7108200000,A usage monetaire
7109001000,Sous formes brutes
7109002000,Sous formes mi-ouvrees
7110111000,"Bruts, y compris le noir de platine"
7110112000,Poudres
7110191000,Feuilles ou livrets
7110192000,Alliages utilises comme brasure
7110199100,"Barres pleines, profiles et fils"
7110199200,"Tubes, tuyaux et barres creuses"
7110199900,Autres
7110210000,Sous formes brutes ou en poudre
7110291000,Alliages utilises comme brasure
7110299100,"Barres pleines, profiles et fils"
7110299200,"Tubes, tuyaux et barres creuses"
7110299300,"Planches, plaques, feuilles, bandes et baguettes"
7110299900,Autres
7110310000,Sous formes brutes ou en poudre
7110391000,Alliages utilises comme brasure
7110399100,"Barres pleines, profiles et fils"
7110399200,"Tubes, tuyaux et barres creuses"
7110399300,"Planches, plaques, feuilles, bandes et baguettes"
7110399900,Autres
7110410000,Sous formes brutes ou en poudre
7110491000,Alliages utilises comme brasure
7110499100,"Barres pleines, profiles et fils"
7110499200,"Tubes, tuyaux et barres creuses"
7110499300,"Planches, plaques, feuilles, bandes et baguettes"
7110499900,Autres
7111001000,Sous formes brutes
7111002000,Sous formes mi-ouvrees
7112300000,"Cendres contenant des metaux precieux ou des composes de metaux precieux, a l'exclusion des cendres d'orfevre"
7112911000,Du type de ceux utilises principalement pour la recuperation de l’or
7112919000,Autres
7112921000,Du type de ceux utilises principalement pour la recuperation du platine  
7112929000,Autres
7112991000,Du type de ceux utilises principalement pour la recuperation des metaux  precieux
7112999000,Autres
7113111100,Fabriques par methode traditionnelle
7113111900,Autrement fabriques
7113112100,Fabriques par methode traditionnelle
7113112900,Autrement fabriques
7113113000,Assortiment (parure) conditionne pour la vente au detail
7113119100,Medailles fabriquees par methode traditionnelle
7113119900,"Autres articles de bijouterie ou de joaillerie et leurs parties, en argent"
7113191100,"Bagues, alliances, bracelets et anneaux"
7113191200,"Boucles d'oreilles, colliers, pendentifs et sautoirs"
7113191300,Assortiment (parure) conditionne pour la vente au detail
7113191900,Autres 
7113192100,"Bagues, alliances, bracelets et anneaux"
7113192200,"Boucles d'oreilles, colliers, pendentifs et sautoirs"
7113192300,Assortiment (parure) conditionne pour la vente au detail
7113192900,Autres 
7113199100,"Bagues, alliances, bracelets et anneaux"
7113199200,"Boucles d'oreilles, colliers, pendentifs et sautoirs"
7113199300,Assortiment (parure) conditionne pour la vente au detail
7113199900,Autres 
7113201000,En plaques ou doublesd'argent sur metaux communs 
7113202000,En plaques ou doublesd'or sur metaux communs 
7113203000,En plaques ou doubles de platine sur metaux communs 
7113209000,En plaques ou doublesd'autres  metaux precieux sur metaux communs 
7114111000,Objets pour le service de la table
7114112000,Objets pour le service de la toilette
7114113000,Garnitures de bureau
7114114000,Services de fumeurs
7114115100,Fabriques par methode traditionnelle
7114115900,Autrement fabriques
7114119000,Autres
7114191100,Objets pour le service de la table
7114191200,Objets pour le service de la toilette
7114191300,Garnitures de bureaux
7114191400,Services de fumeurs
7114191500,Objets d'ornement d'interieur
7114191900,Autres
7114192100,Objets pour le service de la table
7114192200,Objets pour le service de la toilette
7114192300,Garnitures de bureaux
7114192400,Services de fumeurs
7114192500,Objets d'ornement d'interieur
7114192900,Autres
7114199100,Objets pour le service de la table
7114199200,Objets pour le service de la toilette
7114199300,Garnitures de bureaux
7114199400,Services de fumeurs
7114199500,Objets d'ornement d'interieur
7114199900,Autres
7114201100,Objets pour le service de la table
7114201200,Objets pour le service de la toilette
7114201300,Garnitures de bureaux
7114201400,Services de fumeurs
7114201500,Objets d'ornement d'interieur
7114201900,Autres
7114202100,Objets pour le service de la table
7114202200,Objets pour le service de la toilette
7114202300,Garnitures de bureaux
7114202400,Services de fumeurs
7114202500,Objets d'ornement d'interieur
7114202900,Autres
7114203100,Objets pour le service de la table
7114203200,Objets pour le service de la toilette
7114203300,Garnitures de bureaux
7114203400,Services de fumeurs
7114203500,Objets d'ornement d'interieur
7114203900,Autres
7114209100,Objets pour le service de la table
7114209200,Objets pour le service de la toilette
7114209300,Garnitures de bureaux
7114209400,Services de fumeurs
7114209500,Objets d'ornement d'interieur
7114209900,Autres
7115100000,Catalyseurs sous forme de toiles ou de treillis en platine
7115901100,En argent
7115901200,En or
7115901300,En platine
7115901900,En autres metaux precieux
7115902100,En plaques ou doublesd'argent sur metaux communs 
7115902200,En plaques ou doublesd'or sur metaux communs 
7115902300,En plaques ou doubles de platine sur metaux communs 
7115902900,En plaques ou doublesd'autres  metaux precieux sur metaux communs 
7115903100,En argent
7115903200,En or
7115903300,En platine
7115903900,En autres metaux precieux
7115909100,En plaques ou doublesd'argent sur metaux communs 
7115909200,En plaques ou doublesd'or sur metaux communs 
7115909300,En plaques ou doubles de platine sur metaux communs 
7115909900,En plaques ou doublesd'autres  metaux precieux sur metaux communs 
7116101000,Pour usages industriels
7116109100,Articles de parure
7116109900,Autres
7116201100,En pierres gemmes
7116201200,En pierres synthetiques
7116209110,Articles de parure
7116209190,Autres
7116209210,Articles de parure
7116209290,Autres
7117110000,Boutons de manchettes et boutons similaires 
7117191000,"Bagues, alliances, bracelets et anneaux"
7117192000,"Boucles d'oreilles, colliers, pendentifs et sautoirs"
7117193000,Assortiment (parure) conditionne pour la vente au detail
7117199000,Autres 
7117901000,En matieres plastiques
7117902000,En bois
7117903000,En matiere ceramique
7117904000,En verre
7117905100,Traditionnels en corail
7117905900,Autres
7117906000,En matieres vegetales ou minerales a tailler
7117909000,En autres matieres
7118101000,Monnaie d'argent
7118109000,"Monnaie de cuivre, de billons ou autres"
7118901000,Monnaie d'or
7118902000,Monnaie d'argent
7118909000,"Monnaie de cuivre, de billons ou autres"
7201101100,D'une teneur en silicium n'excedant pas 1%
7201101200,D'une teneur en silicium excedant 1%
7201102000,"Contenant en poids de 0,1% inclus a 0,4% exclu de manganese"
7201103000,"Contenant en poids moins de 0,1% de manganese"
7201201000,Contenant en poids 1 % ou moins de silicium
7201209000,Autres
7201501000,"Fontes brutes alliees contenant en poids de 0,3% inclus a 1% inclus de titane et de 0,5% inclus a 1% inclus de vanadium"
7201509000,Autres
7202111000,Contenant en poids 1 % ou moins de silicium
7202112000,Contenant en poids 1 % ou moins de silicium
7202191100,"Contenant en poids pas plus de 0,75 % de carbone"
7202191200,"Contenant en poids plus de 0,75 % mais pas plus de  2 % de carbone"
7202199000,Autres
7202211000,Contenant en poids moins de 90 % de silicium
7202212000,Contenant en poids 90 % ou plus de silicium
7202291000,Contenant en poids 4% ou plus mais pas plus de 10%  de magnesium
7202299000,Autre
7202300000,Ferro-silico-manganese
7202411000,Contenant en poids plus de 4% mais pas plus de 6% de   carbone
7202412000,Contenant en poids plus de 6% de carbone
7202491000,"Contenant en poids 0,05% ou moins de carbone"
7202492000,"Contenant en poids plus de 0,05% mais pas plus de  0,5% de carbone"
7202493000,"Contenant en poids plus de 0,5% mais pas plus de  4% de carbone"
7202500000,Ferro-silico-chrome
7202600000,Ferronickel
7202700000,Ferromolybdene
7202800000,Ferrotungstene et ferro-silico-tungstene
7202910000,Ferrotitane et ferro-silico-titane
7202921000,Devant servir a la fabrication de fer ou d'acier
7202929000,Autres
7202930000,Ferroniobium
7202991000,Ferrophosphore
7202992000,Ferrosilicomagnesium
7202999000,Autres
7203100000,Produits ferreux obtenus par reduction directe des minerais de fer
7203901000,"Fer d'une purete minimale en poids de 99,94 %, en morceaux, boulettes ou formes similaires"
7203909000,"Autres produits ferreux spongieux, en morceaux, boulettes ou formes similaires"
7204101000,Non tries ni classes
7204109000,Autres
7204211000,Contenant en poids 8% ou plus de nickel
7204219000,Autres
7204291000,Non tries ni classes
7204299000,Autres
7204301000,Non tries ni classes
7204309000,Autres
7204411000,"Tournures, frisons, copeaux, meulures, sciures et limailles"
7204412100,En paquets
7204412900,Autres
7204491000,Dechiquetes
7204499100,En paquets
7204499900,Autres
7204500000,Dechets lingotes
7205101000,Provenant de fil de fer oud'acier (y compris de fil machine)
7205109000,Autres
7205210000,D'aciers allies
7205290000,Autres
7206100000,Lingots 
7206901000,Masses et massiaux
7206909000,Autres
7207111000,Billette 
7207119110,En aciers de decolletage
7207119190,Autres 
7207119200,Forges
7207121000,Billette
7207129100,Lamines ou obtenus par coulee continue
7207129200,Forges
7207191000,Billette
7207199100,Lamines ou obtenus par coulee continue
7207199200,Forges
7207201000,Billette
7207209110,Lamines ou obtenus par coulee continue 
7207209120,Forges
7207209210,Lamines ou obtenus par coulee continue
7207209220,Forges
7207209310,Lamines ou obtenus par coulee continue
7207209320,Forges
7207209900,Autres
7208101000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7208102000,D'une largeur excedant 1.525 mm
7208251000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7208252000,D'une largeur excedant 1.525 mm mais n'excedant pas 1.830 mm
7208253000,D'une largeur excedant 1.830 mm mais n'excedant pas 2.450 mm
7208254000,D'une largeur excedant 2.450 mm
7208261000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7208262000,D'une largeur excedant 1.525 mm mais n'excedant pas 1.830 mm
7208263000,D'une largeur excedant 1.830 mm mais n'excedant pas 2.450 mm
7208264000,D'une largeur excedant 2.450 mm
7208271000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7208272000,D'une largeur excedant 1.525 mm mais n'excedant pas 1.830 mm
7208273000,D'une largeur excedant 1.830 mm mais n'excedant pas 2.450 mm
7208274000,D'une largeur excedant 2.450 mm
7208361000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7208362000,D'une largeur excedant 1.525 mm mais n'excedant pas 1.830 mm
7208363000,D'une largeur excedant 1.830 mm mais n'excedant pas 2.450 mm
7208364000,D'une largeur excedant 2.450 mm
7208371000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7208372000,D'une largeur excedant 1.525 mm mais n'excedant pas 1.830 mm
7208373000,D'une largeur excedant 1.830 mm mais n'excedant pas 2.450 mm
7208374000,D'une largeur excedant 2.450 mm
7208381000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7208382000,D'une largeur excedant 1.525 mm mais n'excedant pas 1.830 mm
7208383000,D'une largeur excedant 1.830 mm mais n'excedant pas 2.450 mm
7208384000,D'une largeur excedant 2.450 mm
7208391000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7208392000,D'une largeur excedant 1.525 mm mais n'excedant pas 1.830 mm
7208393000,D'une largeur excedant 1.830 mm mais n'excedant pas 2.450 mm
7208394000,D'une largeur excedant 2.450 mm
7208401000,D'une epaisseur inferieure a 2 mm
7208402000,D'une epaisseur de 2 mm ou plus mais n'excedant pas 10 mm
7208403000,D'une epaisseur excedant 10 mm
7208511000,D'une epaisseur excedant 15 mm
7208512100,D'une largeur de 2.050 mm ou plus
7208512200,D'une largeur inferieure a 2.050 mm
7208521000,Lamines sur les quatre faces ou en cannelures fermees d'une largeur n'excedant pas 1.250 mm 
7208529100,D'une largeur de 2050 mm ou plus
7208529200,D'une largeur inferieure a 2050 mm
7208531000,"Lamines sur les quatre faces ou en cannelures fermees, d'une largeur n'excedant pas 1250 mm et d'une epaisseur  de 4 mm ou plus "
7208539000,Autres
7208541000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7208542000,D'une largeur excedant 1.525 mm mais n'excedant pas 1.830 mm
7208543000,D'une largeur excedant 1.830 mm mais n'excedant pas 2.450 mm
7208544000,D'une largeur excedant 2.450 mm
7208901000,Perfores
7208909000,Autres
7209151000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7209152000,D'une largeur excedant 1.525 mm
7209161000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7209162000,D'une largeur excedant 1.525 mm mais n'excedant pas 2. 030 mm
7209163000,D'une largeur excedant 2.030 mm
7209171000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7209172000,D'une largeur excedant 1.525 mm mais n'excedant pas 2.030 mm
7209173000,D'une largeur excedant 2.030 mm
7209181000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7209182000,D'une largeur excedant 1.525 mm mais n'excedant pas 2.030 mm
7209183000,D'une largeur excedant 2.030 mm
7209251000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7209252000,D'une largeur excedant 1.525 mm mais n'excedant pas 2.030 mm
7209253000,D'une largeur excedant 2.030 mm
7209261000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7209262000,D'une largeur excedant 1.525 mm mais n'excedant pas 2.030 mm
7209263000,D'une largeur excedant 2.030 mm
7209271000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7209272000,D'une largeur excedant 1.525 mm mais n'excedant pas 2.030 mm
7209273000,D'une largeur excedant 2.030 mm
7209281000,D'une largeur de 600 mm ou plus mais n'excedant pas 1.525 mm
7209282000,D'une largeur excedant 1.525 mm mais n'excedant pas 2.030 mm
7209283000,D'une largeur excedant 2.030 mm
7209901000,Perfores
7209909000,Autres
7210110000,"D'une epaisseur de 0,5 mm ou plus"
7210121000,Fer-blanc
7210129000,autres
7210201000,D'une epaisseur inferieure a 3 mm
7210202000,D'une epaisseur superieure ou egale a 3 mm
7210301000,D'une epaisseur inferieure a 3 mm
7210302000,D'une epaisseur superieure ou egale a 3 mm
7210411000,D'une epaisseur inferieure a 3 mm
7210412000,D'une epaisseur superieure ou egale a 3 mm
7210491000,D'une epaisseur inferieure a 3 mm
7210492000,D'une epaisseur superieure ou egale a 3 mm
7210501000,D'une epaisseur inferieure a 3 mm
7210502000,D'une epaisseur superieure ou egale a 3 mm
7210611000,D'une epaisseur inferieure a 3 mm
7210612000,D'une epaisseur superieure ou egale a 3 mm
7210691000,D'une epaisseur inferieure a 3 mm
7210692000,D'une epaisseur superieure ou egale a 3 mm
7210701100,D'une epaisseur inferieure a 3 mm
7210701200,D'une epaisseur superieure ou egale a 3 mm
7210702100,D'une epaisseur inferieure a 3 mm
7210702200,D'une epaisseur superieure ou egale a 3 mm
7210901100,D'une epaisseur inferieure a 3 mm
7210901200,D'une epaisseur superieure ou egale a 3 mm
7210902100,D'une epaisseur inferieure a 3 mm
7210902200,D'une epaisseur superieure ou egale a 3 mm
7210909100,D'une epaisseur inferieure a 3 mm
7210909200,D'une epaisseur superieure ou egale a 3 mm
7211131000,"d'une epaisseur excedant 5 mm mais n'excedant pas 7,50 mm"
7211132100,Dits «magnetiques»
7211132900,Autres
7211139000,Autres
7211141000,Non enroules
7211149000,Autres
7211191000,Non enroules
7211199000,Autres
7211231000,"Dits ""magnetiques"""
7211239100,"D'une epaisseur de 0,35 mm ou plus"
7211239200,"D'une epaisseur  inferieure a 0,35 mm"
7211290000,Autres
7211901000,Perfores
7211909000,Autres
7212101000,"Fer-blanc, simplement traite a la surface"
7212109000,Autres
7212201000,D'une epaisseur inferieure a 3 mm
7212202000,D'une epaisseur superieure ou egale a 3 mm
7212301000,D'une epaisseur inferieure a 3 mm
7212302000,D'une epaisseur superieure ou egale a 3 mm
7212401100,D'une epaisseur inferieure a 3 mm
7212401200,D'une epaisseur superieure ou egale a 3 mm
7212409100,D'une epaisseur inferieure a 3 mm
7212409200,D'une epaisseur superieure ou egale a 3 mm
7212501100,D'une epaisseur inferieure a 3 mm
7212501200,D'une epaisseur superieure ou egale a 3 mm
7212502100,D'une epaisseur inferieure a 3 mm
7212502200,D'une epaisseur superieure ou egale a 3 mm
7212503100,D'une epaisseur inferieure a 3 mm
7212503200,D'une epaisseur superieure ou egale a 3 mm
7212504100,Revetus d'alliages d'aluminium et de zinc
7212504900,Autres
7212509100,D'une epaisseur inferieure a 3 mm
7212509200,D'une epaisseur superieure ou egale a 3 mm
7212601000,D'une epaisseur inferieure a 3 mm
7212602000,D'une epaisseur superieure ou egale a 3 mm
7213100000,"Comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage "
7213201000,D'une section circulaire d'un diametre inferieur a 14mm
7213202000,D'une section circulaire d'un diametre de 14mm ou plus
7213209000,Autres
7213911000,Du type utilise pour armature pour beton
7213912000,Du type utilise pour le renforcement des pneumatiques
7213919100,"Contenant en poids 0,06% ou moins de carbone"
7213919200,"Contenant en poids plus de 0,06% mais moins de 0,25% de carbone"
7213919300,"Contenant en poids 0,25% ou plus mais pas plus de  0,75% de carbone"
7213919400,"Contenant en poids plus de 0,75% de carbone"
7213991000,"Contenant en poids moins de 0,25% de carbone"
7213992000,"Contenant en poids 0,25% ou plus de carbone"
7214100000,Forgees 
7214200000,"Comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage ou ayant subi une torsion apres laminage"
7214301000,De section circulaire d'un diametre inferieur a 14 mm
7214309000,Autres 
7214911000,"Contenant en poids moins de 0,25% de carbone"
7214912000,"Contenant en poids 0,25% ou plus de carbone"
7214991100,Du type utilise pour armature pour beton
7214991210,D'un diametre  egal  ou  superieur  a  80  mm
7214991220,D'un diametre  inferieur  a  80  mm
7214991900,Autres
7214992110,D'un diametre  egal  ou  superieur  a  80  mm
7214992120,D'un diametre  egal  inferieur  a  80  mm
7214992900,Autres
7215100000,"En aciers de decolletage, simplement obtenues ou parachevees a froid"
7215501100,De section rectangulaire
7215501200,De section circulaire
7215501900,Autres
7215502100,De section rectangulaire
7215502200,De section circulaire
7215502900,Autres
7215900000,Autres 
7216101000,Profiles en U
7216102000,Profiles en I
7216103000,Profiles en H
7216210000,Profiles en L 
7216220000,Profiles en T
7216311000,D'une hauteur de 80 mm ou plus mais n'excedant pas 220 mm
7216312000,D'une hauteur excedant 220 mm
7216321100,A ailes a faces paralleles
7216321900,Autres
7216329100,A ailes a faces paralleles
7216329900,Autres
7216331000,D'une hauteur de 80 mm ou plus mais n'excedant pas 180 mm
7216332000,D'une hauteur excedant 180 mm
7216401000,Profiles en L
7216402000,Profiles en T
7216501000,Profiles en U et L
7216509000,Autres
7216611000,"Profiles en C,en L,en U,en Z, en omega ou en tube ouvert"
7216619000,Autres
7216690000,Autres
7216911000,Toles nervurees
7216919000,Autres
7216990000,Autres
7217101100,"Dont la plus grande dimension de la coupe transversale est inferieure a 0,8 mm"
7217101210,"Comportant des indentations, bourrelets, creux ou reliefs obtenus au cours du laminage"
7217101290,Autres
7217102000,"Contenant en poids 0,25% ou plus mais moins de 0,6% de carbone"
7217103000,"Contenant en poids 0,6% ou plus de carbone"
7217201100,"Dont la plus grande dimension de la coupe transversale est inferieure a 0,8 mm"
7217201200,"Dont la plus grande dimension de la coupe transversale est egale ou superieure  a 0,8 mm"
